Unnamed: 0,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Apps_trans,Accept_trans,Enroll_trans,Top10perc_trans,F.Undergrad_trans,P.Undergrad_trans,Outstate_trans,Books_trans,Personal_trans,PhD_trans,Terminal_trans,S.F.Ratio_trans,perc.alumni_trans,Expend_trans,Accept_Rate,Outstate_Tier,Outstate_Tier_encoded,Private_encoded,Outstate_Tier_encoded_scaled,Private_encoded_scaled,Apps_trans_scaled,Accept_trans_scaled,Enroll_trans_scaled,Top10perc_trans_scaled,F.Undergrad_trans_scaled,P.Undergrad_trans_scaled,Outstate_trans_scaled,Books_trans_scaled,Personal_trans_scaled,PhD_trans_scaled,Terminal_trans_scaled,S.F.Ratio_trans_scaled,perc.alumni_trans_scaled,Expend_trans_scaled,Accept_Rate_trans,Private_encoded_trans,Private_encoded_scaled_trans,Accept_Rate_trans_scaled,Private_encoded_trans_scaled,Private_encoded_scaled_trans_scaled
Lyndon State College,No,535,502,223,6,20,959,150,7320,4640,500,600,48.0,65,12.6,15,7114,51,-1.0774492620486895,-0.8978605686139643,-0.7919499128893209,-1.8174726933497243,-0.7278061894810834,-0.49109195915742826,-0.7305161013480684,-0.22914901677242944,-1.4016694654541817,-1.4960693268775773,-1.0947584403093151,-0.3280101887390996,-0.5277223720549751,-0.46148599251041705,0.9383177570093458,Low,0,0,-1.0987972149572356,-1.6325116659989423,-1.07744926204869,-0.8978605686139642,-0.7919499128893217,-1.8174726933497247,-0.727806189481083,-0.4910919591574283,-0.7305161013480691,-0.22914901677242913,-1.4016694654541828,-1.4960693268775778,-1.0947584403093151,-0.3280101887391,-0.5277223720549755,-0.46148599251039796,1.645811810662444,-1.6325116659989425,-1.6325116659989423,1.645811810662444,-1.6325116659989423,-1.6325116659989423
Macalester College,Yes,2939,1496,452,56,86,1723,113,15909,4772,500,700,85.0,91,11.9,37,14213,77,0.5518471484639919,0.23662189940340334,0.009883678419619842,1.4781382686650963,-0.07511881906573298,-0.6560844049974996,1.291231219431499,-0.22914901677242944,-1.0978374622751548,0.7871378673668015,0.781503315639944,-0.5152188828746125,1.1257980885897985,1.1956594890674663,0.5090166723375298,High,2,1,1.8150779933081982,0.6125530498969481,0.5518471484639915,0.23662189940340342,0.009883678419619167,1.478138268665096,-0.07511881906573252,-0.6560844049974998,1.2912312194314983,-0.22914901677242913,-1.0978374622751559,0.7871378673668011,0.7815033156399439,-0.5152188828746129,1.125798088589798,1.1956594890674854,-1.535452096282375,0.6125530498969479,0.612553049896948,-1.5354520962823759,0.6125530498969481,0.6125530498969483
MacMurray College,Yes,740,558,177,12,29,628,63,9620,3750,550,950,49.0,55,10.8,33,10642,59,-0.7514779835312293,-0.7842106516825832,-1.0734003496129112,-0.9818731086748947,-1.2541905469341632,-0.9827260974044782,-0.0794121985566639,0.12378880488361321,-0.48552498885819567,-1.4510347803272612,-1.5648105119584117,-0.8185247945859512,0.8739402534841448,0.5775235969541024,0.754054054054054,Medium,1,1,0.3581403891754813,0.6125530498969481,-0.7514779835312296,-0.7842106516825831,-1.073400349612912,-0.9818731086748952,-1.2541905469341628,-0.9827260974044784,-0.07941219855666462,0.12378880488361355,-0.48552498885819667,-1.4510347803272616,-1.5648105119584117,-0.8185247945859516,0.8739402534841444,0.5775235969541215,-0.1283721158414322,0.6125530498969479,0.612553049896948,-0.12837211584143268,0.6125530498969481,0.6125530498969483
Malone College,Yes,874,758,428,21,46,1605,246,9858,3700,450,1200,42.0,45,17.6,16,4796,55,-0.5871715512718287,-0.4596445550503769,-0.04898979120524064,-0.18710169614595554,-0.14976438222336008,-0.19246220581666326,-0.01814656011795583,-0.6143252338289236,-0.007646689375954711,-1.7468982196620897,-1.9151831965988537,0.9042148943004111,-0.4323290036172367,-1.7239521213032634,0.8672768878718535,Medium,1,1,0.3581403891754813,0.6125530498969481,-0.5871715512718291,-0.4596445550503768,-0.04898979120524133,-0.18710169614595593,-0.14976438222335964,-0.19246220581666335,-0.01814656011795655,-0.6143252338289233,-0.007646689375955717,-1.7468982196620901,-1.9151831965988537,0.9042148943004107,-0.4323290036172371,-1.7239521213032443,0.872143031033991,0.6125530498969479,0.612553049896948,0.8721430310339908,0.6125530498969481,0.6125530498969483
Manchester College,Yes,1004,802,239,23,63,909,51,10440,3850,525,1450,63.0,72,11.8,20,7940,64,-0.4517791678684149,-0.40060223917581034,-0.7094312701494169,-0.04753313995778422,-0.7917285775512979,-1.096303416295722,0.1276847420146719,-0.04901447100702777,0.38556868420312496,-0.7234609819608288,-0.6873174824544503,-0.5423177327277025,-0.07789765626183243,-0.15523320441133603,0.798804780876494,Medium,1,1,0.3581403891754813,0.6125530498969481,-0.4517791678684152,-0.4006022391758103,-0.7094312701494176,-0.04753313995778462,-0.7917285775512974,-1.096303416295722,0.12768474201467117,-0.04901447100702746,0.38556868420312396,-0.7234609819608291,-0.6873174824544505,-0.5423177327277029,-0.07789765626183281,-0.15523320441131697,0.23565117059950055,0.6125530498969479,0.612553049896948,0.23565117059950016,0.6125530498969481,0.6125530498969483
Manhattan College,Yes,2432,1730,563,20,63,2578,254,12370,6800,500,1800,92.0,92,13.6,25,10062,79,0.38058637822842606,0.381232583800873,0.24190064209296652,-0.26074560260699386,0.32753559086950984,-0.1726804734121903,0.5761167760753406,-0.22914901677242944,0.8416278943466902,1.3621979324255895,0.8745903245365926,-0.06764502846155519,0.31770887154146105,0.4461734370042862,0.7113486842105263,Medium,1,1,0.3581403891754813,0.6125530498969481,0.3805863782284257,0.38123258380087305,0.24190064209296588,-0.26074560260699425,0.3275355908695103,-0.1726804734121904,0.57611677607534,-0.22914901677242913,0.8416278943466892,1.362197932425589,0.8745903245365925,-0.06764502846155561,0.31770887154146066,0.4461734370043053,-0.44091841173315355,0.6125530498969479,0.612553049896948,-0.4409184117331541,0.6125530498969481,0.6125530498969483
Manhattanville College,Yes,962,750,212,21,54,830,150,14700,6550,450,400,97.0,97,11.3,24,11291,70,-0.49335777605531717,-0.4707725520746035,-0.8527408804559998,-0.18710169614595554,-0.9019935649582328,-0.49109195915742826,1.059911567147059,-0.6143252338289236,-2.184287331771188,1.8009168658667163,1.3651568927969056,-0.6792077728800088,0.24207061628816592,0.7120000092251176,0.7796257796257796,Medium,1,1,0.3581403891754813,0.6125530498969481,-0.4933577760553175,-0.47077255207460345,-0.8527408804560006,-0.18710169614595593,-0.9019935649582324,-0.4910919591574283,1.0599115671470583,-0.6143252338289233,-2.184287331771189,1.8009168658667158,1.3651568927969056,-0.6792077728800092,0.24207061628816554,0.7120000092251367,0.07487163808011509,0.6125530498969479,0.612553049896948,0.07487163808011467,0.6125530498969481,0.6125530498969483
Mankato State University,No,3073,2672,1547,9,29,9649,1792,4300,2643,450,1660,57.0,68,19.0,11,5801,68,0.5918269203791546,0.8051400072543018,1.2136807786928228,-1.348494791392716,1.4228054852637921,1.146801722922677,-1.8358110987675997,-0.6143252338289236,0.6699943097441695,-1.057488442042449,-0.9283850943804479,1.2224815695707842,-0.9453261344609437,-1.0810819542226187,0.8695086234949561,Low,0,0,-1.0987972149572356,-1.6325116659989423,0.5918269203791543,0.8051400072543019,1.2136807786928223,-1.3484947913927166,1.4228054852637926,1.146801722922677,-1.8358110987676004,-0.6143252338289233,0.6699943097441685,-1.0574884420424495,-0.928385094380448,1.2224815695707838,-0.9453261344609442,-1.0810819542225996,0.8946205035043072,-1.6325116659989425,-1.6325116659989423,0.894620503504307,-1.6325116659989423,-1.6325116659989423
Marian College of Fond du Lac,Yes,824,670,337,15,41,1160,653,9400,3400,500,1100,37.0,37,8.4,21,5352,59,-0.6451035190750372,-0.589577327263801,-0.3128356146098146,-0.6779904542213022,-0.5066046731975778,0.4369495556844109,-0.13693635764231063,-0.22914901677242944,-0.18660316336359328,-1.9305796536679742,-2.1188662496512314,-1.5262541109104928,0.004942020606680277,-1.3452311289492467,0.8131067961165048,Medium,1,1,0.3581403891754813,0.6125530498969481,-0.6451035190750375,-0.5895773272638009,-0.31283561460981535,-0.6779904542213027,-0.5066046731975774,0.43694955568441085,-0.13693635764231135,-0.22914901677242913,-0.18660316336359428,-1.9305796536679747,-2.1188662496512314,-1.5262541109104932,0.004942020606679884,-1.3452311289492276,0.3603711922306626,0.6125530498969479,0.612553049896948,0.3603711922306622,0.6125530498969481,0.6125530498969483
Marietta College,Yes,1611,960,342,27,60,1089,210,13850,3920,470,810,80.0,97,13.2,30,10223,96,-0.00021656529425521836,-0.21396579454170864,-0.29629815564683426,0.20567765393688317,-0.579009379318381,-0.289434185186192,0.8896875349698704,-0.45598245337987864,-0.8069242436789834,0.4043159082560863,1.3651568927969056,-0.17083644547256602,0.6744919519989533,0.48378476396373415,0.595903165735568,Medium,1,1,0.3581403891754813,0.6125530498969481,-0.00021656529425556585,-0.21396579454170855,-0.296298155646835,0.20567765393688278,-0.5790093793183806,-0.2894341851861921,0.8896875349698697,-0.45598245337987836,-0.8069242436789844,0.40431590825608593,1.3651568927969056,-0.17083644547256643,0.6744919519989528,0.48378476396375325,-1.135720966667606,0.6125530498969479,0.612553049896948,-1.1357209666676067,0.6125530498969481,0.6125530498969483
Marist College,Yes,4731,3171,830,12,31,3557,658,10700,5925,550,1200,74.0,81,17.6,34,8408,69,0.972057331265201,0.9685999868189412,0.6332095537688421,-0.9818731086748947,0.6246007977534646,0.4420830374485009,0.19110848428779176,0.12378880488361321,-0.007646689375954711,-0.024374663811267006,-0.06061368145330422,0.9042148943004111,0.9383237726310382,-0.002656588570208725,0.6702599873176919,Medium,1,1,0.3581403891754813,0.6125530498969481,0.9720573312652007,0.9685999868189413,0.6332095537688416,-0.9818731086748952,0.624600797753465,0.44208303744850086,0.19110848428779104,0.12378880488361355,-0.007646689375955717,-0.02437466381126737,-0.060613681453304334,0.9042148943004107,0.9383237726310377,-0.002656588570189654,-0.7119884502194129,0.6125530498969479,0.612553049896948,-0.7119884502194135,0.6125530498969481,0.6125530498969483
Marquette University,Yes,5152,4600,1685,36,71,7016,804,11610,4760,600,1950,75.0,94,13.5,25,9982,77,1.045764889388704,1.317061727485517,1.289038805791608,0.683476302864234,1.1866599144831094,0.5781778586347817,0.40543204765816493,0.4497726389260374,1.0123083984396526,0.0447497870211825,1.0657563528339236,-0.09332712383236806,0.31770887154146105,0.42713745595833774,0.8928571428571429,Medium,1,1,0.3581403891754813,0.6125530498969481,1.0457648893887035,1.317061727485517,1.2890388057916076,0.6834763028642336,1.1866599144831098,0.5781778586347815,0.4054320476581642,0.4497726389260378,1.0123083984396515,0.04474978702118213,1.0657563528339236,-0.09332712383236848,0.31770887154146066,0.42713745595835684,1.136702940242468,0.6125530498969479,0.612553049896948,1.1367029402424678,0.6125530498969481,0.6125530498969483
Marshall University,Yes,4226,3666,2007,14,60,7703,2339,5094,4010,700,1560,77.0,86,16.6,10,6203,50,0.8737452696173638,1.1055544192388451,1.4401687530806793,-0.7737777547234982,1.2576068603794166,1.3446940375431247,-1.5053997390925415,1.0362571162148249,0.5389846388109432,0.18578692338884797,0.3405662242258264,0.6704997066339655,-1.060970526681064,-0.8700072146448201,0.8674869853289162,Low,0,1,-1.0987972149572356,0.6125530498969481,0.8737452696173634,1.1055544192388451,1.4401687530806788,-0.7737777547234986,1.257606860379417,1.3446940375431247,-1.5053997390925422,1.0362571162148253,0.5389846388109422,0.1857869233888476,0.3405662242258263,0.6704997066339651,-1.0609705266810645,-0.870007214644801,0.8742542281150709,0.6125530498969479,0.612553049896948,0.8742542281150707,0.6125530498969481,0.6125530498969483
Mary Baldwin College,Yes,499,441,199,26,52,846,377,11200,7400,600,1300,66.0,79,6.8,50,10819,90,-1.1484473560970536,-1.0382049536521785,-0.9294466439979717,0.14524475095617614,-0.8786553079758513,0.07612250902423777,0.31028770411566187,0.4497726389260374,0.1579982604829097,-0.5439362728703399,-0.21028570541136532,-2.0424718257510004,1.8587440245877787,0.6154304666927931,0.8837675350701403,Medium,1,1,0.3581403891754813,0.6125530498969481,-1.148447356097054,-1.0382049536521785,-0.9294466439979725,0.14524475095617576,-0.8786553079758509,0.0761225090242377,0.31028770411566114,0.4497726389260378,0.15799826048290871,-0.5439362728703402,-0.21028570541136543,-2.042471825751001,1.8587440245877782,0.6154304666928122,1.0409435381288665,0.6125530498969479,0.612553049896948,1.0409435381288663,0.6125530498969481,0.6125530498969483
Mary Washington College,No,4350,2178,756,39,78,2997,736,6490,4942,650,2102,75.0,80,17.6,30,5358,84,0.899010451583749,0.607401490328584,0.5412034893244645,0.821887512510805,0.46912569041208596,0.5178702828077282,-0.9984978937889312,0.7528645357434074,1.173281416304658,0.0447497870211825,-0.13620911968157937,0.9042148943004111,0.6744919519989533,-1.3414775905472942,0.5006896551724138,Low,0,0,-1.0987972149572356,-1.6325116659989423,0.8990104515837487,0.6074014903285841,0.5412034893244639,0.8218875125108046,0.4691256904120864,0.5178702828077281,-0.9984978937889318,0.7528645357434078,1.173281416304657,0.04474978702118213,-0.13620911968157948,0.9042148943004107,0.6744919519989528,-1.3414775905472751,-1.5689632120976633,-1.6325116659989425,-1.6325116659989423,-1.5689632120976642,-1.6325116659989423,-1.6325116659989423
Marymount College Tarrytown,Yes,478,327,117,9,34,731,370,11510,6450,575,1075,71.0,93,10.3,30,10502,77,-1.1924451880784723,-1.36694508797616,-1.6027369696466391,-1.348494791392716,-1.0597406429284069,0.06411655243773966,0.3824322680682069,0.28987231007147457,-0.23369343806432602,-0.22617376518526458,0.9693375120855497,-0.9604175254095518,0.6744919519989533,0.5468451112148817,0.6841004184100419,Medium,1,1,0.3581403891754813,0.6125530498969481,-1.1924451880784728,-1.36694508797616,-1.60273696964664,-1.3484947913927166,-1.0597406429284064,0.06411655243773959,0.3824322680682062,0.28987231007147496,-0.23369343806432702,-0.22617376518526494,0.9693375120855496,-0.9604175254095523,0.6744919519989528,0.5468451112149008,-0.6237856106353251,0.6125530498969479,0.612553049896948,-0.6237856106353257,0.6125530498969481,0.6125530498969483
Marymount Manhattan College,Yes,695,535,239,21,30,988,785,10200,7000,350,1100,63.0,76,11.7,20,10622,68,-0.8139306402655633,-0.829345092319607,-0.7094312701494169,-0.18710169614595554,-0.6925637932561252,0.5618108605712071,0.06821203245796872,-1.5123285343587667,-0.18660316336359328,-0.7234609819608288,-0.42352364534226566,-0.5695082346102578,-0.07789765626183243,0.5731791668931323,0.7697841726618705,Medium,1,1,0.3581403891754813,0.6125530498969481,-0.8139306402655636,-0.8293450923196068,-0.7094312701494176,-0.18710169614595593,-0.6925637932561247,0.561810860571207,0.068212032457968,-1.5123285343587667,-0.18660316336359428,-0.7234609819608291,-0.4235236453422658,-0.5695082346102582,-0.07789765626183281,0.5731791668931514,-0.004828085711463263,0.6125530498969479,0.612553049896948,-0.004828085711463698,0.6125530498969481,0.6125530498969483
Marymount University,Yes,941,772,214,10,30,1247,776,11390,5280,500,750,77.0,82,10.6,17,8575,55,-0.5148834911027621,-0.44046935358514333,-0.8414215923447178,-1.2174962818199055,-0.4249175476902569,0.5539314621764868,0.35465858103870324,-0.22914901677242944,-0.960715953306189,0.18578692338884797,0.01651265888576715,-0.8749639552550215,-0.3398815888114029,0.04865648199498899,0.820403825717322,Medium,1,1,0.3581403891754813,0.6125530498969481,-0.5148834911027624,-0.4404693535851433,-0.8414215923447186,-1.217496281819906,-0.42491754769025647,0.5539314621764867,0.3546585810387025,-0.22914901677242913,-0.96071595330619,0.1857869233888476,0.01651265888576704,-0.8749639552550219,-0.3398815888114033,0.04865648199500806,0.42563180923820765,0.6125530498969479,0.612553049896948,0.4256318092382073,0.6125530498969481,0.6125530498969483
Maryville College,Yes,1464,888,176,26,52,624,128,11200,4208,500,1642,80.0,90,11.1,43,8317,51,-0.09033746703241527,-0.2945955145634425,-1.0804265865978688,0.14524475095617614,-1.2625135757605441,-0.5840144062402315,0.31028770411566187,-0.22914901677242944,0.6469618612135192,0.4043159082560863,0.6900649668386472,-0.7346353504225267,1.4783988095896108,-0.0312843768980463,0.6065573770491803,Medium,1,1,0.3581403891754813,0.6125530498969481,-0.09033746703241562,-0.29459551456344246,-1.0804265865978697,0.14524475095617576,-1.2625135757605437,-0.5840144062402316,0.31028770411566114,-0.22914901677242913,0.6469618612135182,0.40431590825608593,0.690064966838647,-0.7346353504225271,1.4783988095896103,-0.03128437689802723,-1.0799353317826248,0.6125530498969479,0.612553049896948,-1.0799353317826255,0.6125530498969481,0.6125530498969483
Maryville University,Yes,549,397,169,26,51,1343,1751,9250,4550,425,1350,52.0,58,13.1,13,5925,61,-1.051211569144663,-1.1529785999541742,-1.1309324999232824,0.14524475095617614,-0.34247836444836,1.129821914584158,-0.17666633132171636,-0.8211185263638522,0.236441135041996,-1.3103887835738515,-1.436985365837391,-0.19682982022428813,-0.7285459060471434,-1.0136230289225614,0.7231329690346083,Medium,1,1,0.3581403891754813,0.6125530498969481,-1.0512115691446635,-1.1529785999541742,-1.1309324999232833,0.14524475095617576,-0.34247836444835955,1.129821914584158,-0.17666633132171708,-0.821118526363852,0.236441135041995,-1.310388783573852,-1.436985365837391,-0.19682982022428855,-0.7285459060471439,-1.0136230289225423,-0.3579155352244466,0.6125530498969479,0.612553049896948,-0.3579155352244471,0.6125530498969481,0.6125530498969483
Marywood College,Yes,1107,859,323,13,51,1452,402,11040,4500,600,700,65.0,76,11.8,30,9034,66,-0.35723863511541576,-0.3290669873594965,-0.36068890568328427,-0.8748385657786061,-0.2571690098127747,0.11740335721016941,0.2725376107581363,0.4497726389260374,-1.0978374622751548,-0.6047051624414783,-0.42352364534226566,-0.5423177327277025,0.6744919519989533,0.18208343600900612,0.7759710930442638,Medium,1,1,0.3581403891754813,0.6125530498969481,-0.3572386351154161,-0.32906698735949647,-0.360688905683285,-0.8748385657786065,-0.25716900981277424,0.11740335721016934,0.2725376107581356,0.4497726389260378,-1.0978374622751559,-0.6047051624414786,-0.4235236453422658,-0.5423177327277029,0.6744919519989528,0.18208343600902518,0.0450562147342274,0.6125530498969479,0.612553049896948,0.04505621473422697,0.6125530498969481,0.6125530498969483
Massachusetts Institute of Technology,Yes,6411,2140,1078,96,99,4481,28,20100,5975,725,1600,99.0,99,10.1,35,33541,94,1.232699727644437,0.5902430700387182,0.8838027425383829,2.5533266940461306,0.8251520791775253,-1.4050727970678636,2.013495886742362,1.1713852484917995,0.5922966635947635,1.9829336861494546,1.5733239615731247,-1.0179321545692772,1.0017342937327451,2.5499655154150807,0.33380127905163,High,2,1,1.8150779933081982,0.6125530498969481,1.2326997276444365,0.5902430700387183,0.8838027425383823,2.55332669404613,0.8251520791775258,-1.4050727970678636,2.013495886742361,1.1713852484918,0.5922966635947625,1.9829336861494542,1.5733239615731247,-1.0179321545692777,1.0017342937327447,2.5499655154150997,-2.093909227879732,0.6125530498969479,0.612553049896948,-2.093909227879733,0.6125530498969481,0.6125530498969483
Mayville State University,No,233,233,153,5,12,658,58,4486,2516,600,1900,68.0,68,15.7,11,6971,51,-1.9479590884291402,-1.7475285491653831,-1.256010542020776,-2.0101834480079033,-1.1937573160497978,-1.0274630560695424,-1.7550305672205466,0.4497726389260374,0.9568086491871414,-0.4196154901574144,-0.9283850943804479,0.4551990742383173,-0.9453261344609437,-0.5201234090909705,1.0,Low,0,0,-1.0987972149572356,-1.6325116659989423,-1.9479590884291407,-1.7475285491653831,-1.256010542020777,-2.0101834480079037,-1.1937573160497974,-1.0274630560695424,-1.7550305672205473,0.4497726389260378,0.9568086491871404,-0.4196154901574148,-0.928385094380448,0.4551990742383169,-0.9453261344609442,-0.5201234090909514,2.422460487936682,-1.6325116659989425,-1.6325116659989423,2.422460487936682,-1.6325116659989423,-1.6325116659989423
McKendree College,Yes,1002,555,119,16,43,836,684,7680,3740,500,800,70.0,74,17.7,21,6652,52,-0.4537164584561197,-0.7899838672994222,-1.580421063902225,-0.5868962977653778,-0.8931779886868033,0.4682164858651361,-0.6204868762563145,-0.22914901677242944,-0.8318078970334455,-0.2915826792352699,-0.558311349746167,0.9272842059255697,0.004942020606680277,-0.6578743896357054,0.5538922155688623,Low,0,1,-1.0987972149572356,0.6125530498969481,-0.45371645845612,-0.789983867299422,-1.5804210639022258,-0.5868962977653782,-0.8931779886868029,0.46821648586513603,-0.6204868762563152,-0.22914901677242913,-0.8318078970334465,-0.2915826792352703,-0.5583113497461671,0.9272842059255693,0.004942020606679884,-0.6578743896356863,-1.340836302469402,0.6125530498969479,0.612553049896948,-1.3408363024694028,0.6125530498969481,0.6125530498969483
McMurry University,Yes,578,411,187,25,50,880,477,6930,3452,400,1525,57.0,64,11.0,11,6383,32,-0.9990719051460472,-1.1150444056244992,-1.0055538129153299,0.08298682799864276,-0.8307998243013993,0.22853286286185417,-0.853803240884349,-1.0388011424180428,0.49128767128227613,-1.057488442042449,-1.1475366140165175,-0.762497566859782,-0.9453261344609437,-0.7822039775803852,0.7110726643598616,Low,0,1,-1.0987972149572356,0.6125530498969481,-0.9990719051460475,-1.1150444056244992,-1.0055538129153307,0.08298682799864236,-0.8307998243013989,0.2285328628618541,-0.8538032408843497,-1.0388011424180428,0.49128767128227513,-1.0574884420424495,-1.1475366140165175,-0.7624975668597824,-0.9453261344609442,-0.7822039775803661,-0.4428337328122005,0.6125530498969479,0.612553049896948,-0.44283373281220106,0.6125530498969481,0.6125530498969483
McPherson College,Yes,420,293,93,11,32,336,80,7950,3750,600,2740,54.0,54,9.8,45,9754,48,-1.3256345225459476,-1.4892888882279995,-1.91050302666847,-1.095737735489672,-2.1261913563684054,-0.8513969218978396,-0.5401694891409459,0.4497726389260374,1.748920662406997,-1.2120034811518239,-1.6050055807115493,-1.1050508670227819,1.590170069482996,0.3715692587817626,0.6976190476190476,Low,0,1,-1.0987972149572356,0.6125530498969481,-1.325634522545948,-1.4892888882279995,-1.9105030266684708,-1.0957377354896725,-2.126191356368405,-0.8513969218978397,-0.5401694891409465,0.4497726389260378,1.748920662406996,-1.2120034811518243,-1.6050055807115493,-1.1050508670227823,1.5901700694829957,0.3715692587817817,-0.5346150975489058,0.6125530498969479,0.612553049896948,-0.5346150975489063,0.6125530498969481,0.6125530498969483
Mercer University,Yes,2286,1668,564,37,70,2943,1260,11985,4081,400,1500,93.0,95,9.2,15,8995,91,0.32407465181773326,0.3450539413742641,0.2437437668695879,0.7305835658560428,0.4522780828567871,0.8920458900165015,0.4905401662983713,-1.0388011424180428,0.4565936404384389,1.448076800235107,1.1638582779526243,-1.2824886008259322,-0.5277223720549751,0.17115608311577823,0.7296587926509186,Medium,1,1,0.3581403891754813,0.6125530498969481,0.32407465181773293,0.34505394137426415,0.24374376686958726,0.7305835658560423,0.45227808285678756,0.8920458900165014,0.4905401662983706,-1.0388011424180428,0.4565936404384379,1.4480768002351065,1.1638582779526243,-1.2824886008259326,-0.5277223720549755,0.1711560831157973,-0.3109037091630297,0.6125530498969479,0.612553049896948,-0.3109037091630302,0.6125530498969481,0.6125530498969483
Mercyhurst College,Yes,1557,1074,397,15,40,1805,433,9813,4050,425,1000,45.0,63,16.7,29,7307,78,-0.03225680289196971,-0.09867538145843012,-0.13093680660337048,-0.6779904542213022,-0.026824159078602215,0.1654565875153789,-0.029655307496684304,-0.8211185263638522,-0.3813083118461038,-1.625634520432682,-1.1989966331316235,0.6941250685837765,0.605737985971725,-0.38516803601096655,0.6897880539499036,Medium,1,1,0.3581403891754813,0.6125530498969481,-0.032256802891970054,-0.09867538145843005,-0.13093680660337118,-0.6779904542213027,-0.026824159078601757,0.1654565875153788,-0.029655307496685022,-0.821118526363852,-0.3813083118461048,-1.6256345204326825,-1.1989966331316235,0.6941250685837761,0.6057379859717246,-0.38516803601094746,-0.586637336421023,0.6125530498969479,0.612553049896948,-0.5866373364210236,0.6125530498969481,0.6125530498969483
Meredith College,Yes,857,772,376,25,58,1721,470,6720,3250,450,1520,77.0,82,13.9,33,6881,82,-0.6064604864044612,-0.44046935358514333,-0.19076293035509606,0.08298682799864276,-0.07633155769418787,0.2188626718737141,-0.9220850258501772,-0.6143252338289236,0.4843912188301411,0.18578692338884797,0.01651265888576715,0.008948736859618622,0.8739402534841448,-0.5579883282464692,0.9008168028004667,Low,0,1,-1.0987972149572356,0.6125530498969481,-0.6064604864044615,-0.4404693535851433,-0.19076293035509675,0.08298682799864236,-0.07633155769418741,0.21886267187371403,-0.9220850258501778,-0.6143252338289233,0.4843912188301401,0.1857869233888476,0.01651265888576704,0.008948736859618205,0.8739402534841444,-0.5579883282464501,1.222174733869877,0.6125530498969479,0.612553049896948,1.2221747338698767,0.6125530498969481,0.6125530498969483
Merrimack College,Yes,1981,1541,514,18,36,1927,1084,12500,6200,375,1000,73.0,75,16.8,22,8707,80,0.1923745825742182,0.26623164106293434,0.14664796919826797,-0.41691464264756517,0.04028591731034482,0.7855701631248064,0.6046171069696272,-1.2686821271258082,-0.3813083118461038,-0.09256994792772753,-0.4916463924532397,0.7176928148990249,0.08579840488433134,0.08813712758649893,0.7778899545683998,Medium,1,1,0.3581403891754813,0.6125530498969481,0.19237458257421783,0.2662316410629344,0.14664796919826734,-0.41691464264756556,0.040285917310345275,0.7855701631248063,0.6046171069696266,-1.2686821271258082,-0.3813083118461048,-0.0925699479277279,-0.4916463924532398,0.7176928148990245,0.08579840488433095,0.088137127586518,0.06067814209181218,0.6125530498969479,0.612553049896948,0.06067814209181176,0.6125530498969481,0.6125530498969483
Mesa State College,No,1584,1456,891,6,18,3471,911,5016,3798,540,2256,48.0,48,28.8,12,3871,59,-0.01609017239462134,0.20949102515397414,0.7021959754256142,-1.8174726933497243,0.6027439129983911,0.6642408115011756,-1.5362894963932527,0.05550628934752403,1.3257294559126416,-1.4960693268775773,-1.8218082056103093,3.2259074012076234,-0.8347120348951067,-2.532007822459626,0.9191919191919192,Low,0,0,-1.0987972149572356,-1.6325116659989423,-0.016090172394621686,0.20949102515397422,0.7021959754256136,-1.8174726933497247,0.6027439129983916,0.6642408115011755,-1.5362894963932534,0.05550628934752436,1.3257294559126405,-1.4960693268775778,-1.8218082056103093,3.225907401207623,-0.8347120348951071,-2.5320078224596068,1.4253703281371541,-1.6325116659989425,-1.6325116659989423,1.425370328137154,-1.6325116659989423,-1.6325116659989423
Messiah College,Yes,1742,1382,607,30,64,2258,53,10300,5080,475,1200,68.0,75,14.1,30,7762,89,0.07295185776163177,0.15712973449013912,0.3196121907153202,0.3771313679720627,0.19900143743622772,-1.0758100290848978,0.09310287224762681,-0.4173160543227945,-0.007646689375954711,-0.4196154901574144,-0.4916463924532397,0.05964138157856781,0.6744919519989533,-0.21695969746792432,0.7933409873708381,Medium,1,1,0.3581403891754813,0.6125530498969481,0.07295185776163142,0.1571297344901392,0.3196121907153196,0.3771313679720623,0.19900143743622817,-1.0758100290848978,0.09310287224762609,-0.4173160543227942,-0.007646689375955717,-0.4196154901574148,-0.4916463924532398,0.059641381578567396,0.6744919519989528,-0.21695969746790525,0.18910153444635372,0.6125530498969479,0.612553049896948,0.18910153444635333,0.6125530498969481,0.6125530498969483
